index,_id_x,auction_location,auction_time,city_url,date_of_auction,date_of_scraping,deposit,law_firm,listing_url,principal_amount,principal_date,property_address,_id_y,bathrooms,bedrooms,lat,lgn,region_name,unique_id,zcity,zestimate,zpid,zstate,zstreet_address,zzip,days_from_principal_date,estimated_principal,estimated_equity
313,5cb0eba7737ae134b821efc8,"4910 Massachusetts,  4910 Massachusetts Ave., NW #100, Washington, DC 20016, 202-364-0306",11:02 AM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/3.html,4/12/4910,48:55.9,$0,"Alex Cooper Auctioneers, http://www.alexcooper.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/93568/00024485.html,"$50,000",4/28/2006,"foreclosure   real property 4527 foote st., ne washington, dc 20019",5cb0ecd1737ae134b821f13c,4,5,38.834996,-77.18124,Annandale,5cb0eba7737ae134b821efc8,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,4732,"$28,393","-$733,870"
348,5cb0ec27737ae134b821efeb,"4910 Massachusetts,  4910 Massachusetts Ave., NW #100, Washington, DC 20016, 202-364-0306",11:00 AM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/7.html,4/12/4910,51:03.9,$0,"Alex Cooper Auctioneers, http://www.alexcooper.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/94126/00025042.html,"$50,000",9/29/2006,"foreclosure   real property 1017 44th st., ne washington, dc 20019",5cb0ecdc737ae134b821f15f,4,5,38.834996,-77.18124,Annandale,5cb0ec27737ae134b821efeb,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,4578,"$29,096","-$733,167"
314,5cb0ebab737ae134b821efc9,"4910 Massachusetts,  4910 Massachusetts Ave., NW #100, Washington, DC 20016, 202-364-0306",11:04 AM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/4.html,4/12/4910,48:59.8,$0,"Alex Cooper Auctioneers, http://www.alexcooper.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/93569/00024486.html,"$50,000",6/21/2010,"foreclosure   real property 4662 hillside rd., se washington, dc 20019",5cb0ecd2737ae134b821f13d,4,5,38.834996,-77.18124,Annandale,5cb0ebab737ae134b821efc9,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,3217,"$35,311","-$726,952"
340,5cb0ec0a737ae134b821efe3,"4910 Massachusetts,  4910 Massachusetts Ave., NW #100, Washington, DC 20016, 202-364-0306",12:06 PM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/6.html,4/12/4910,50:34.8,$0,"Alex Cooper Auctioneers, http://www.alexcooper.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/94108/00024951.html,"$50,000",1/1/1900,"judicial   real property 1841 burke st., se washington, dc 20003",5cb0ecdb737ae134b821f157,4,5,38.834996,-77.18124,Annandale,5cb0ec0a737ae134b821efe3,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,65013,"-$246,863","-$1,009,126"
6,5cb0e776737ae134b821ee95,"520 King Street, Alexandria, VA 22314",9:00 AM,http://classified.washingtontimes.com/category/354/Foreclosure-Sales-ALEX-Cty.html,4/12/2019,31:02.8,"$5,075","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/354/Foreclosure-Sales-ALEX-Cty/listings/94406/00025420.html,"$50,750",6/25/1981,"402 bashford lane apt 202, alexandria, va 22314",5cb0ec7e737ae134b821f009,1,1,38.817837,-77.041377,Old Town North,5cb0e776737ae134b821ee95,Alexandria,"$271,382",192145261,VA,402 Bashford Ln APT 202,22314,13805,"-$13,232","-$284,614"
263,5cb0eaf4737ae134b821ef96,"4100 Chain Bridge Road, Fairfax, MD 20772",10:00 AM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/8.html,5/7/2019,45:56.2,"$5,140","Terra Abstract Virginia, Inc., http://www.terraabstract.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/95151/00026150.html,"$51,400",8/4/2015,"4314 lees corner rd, chantilly, virginia 20151",5cb0ecc4737ae134b821f10a,2,3,38.879693,-77.422473,Chantilly,5cb0eaf4737ae134b821ef96,Chantilly,"$439,654",51785814,VA,4314 Lees Corner Rd,20151,1347,"$45,077","-$394,577"
365,5cb0ec64737ae134b821effc,"4910 Massachusetts,  4910 Massachusetts Ave., NW #100, Washington, DC 20016, 202-364-0306",12:12 PM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/9.html,4/12/4910,52:04.5,$0,"Alex Cooper Auctioneers, http://www.alexcooper.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/95205/00026173.html,"$55,000",12/5/2007,"judicial   real property 3539 williamsburg lane, nw washington, dc 20008",5cb0ece0737ae134b821f170,4,5,38.834996,-77.18124,Annandale,5cb0ec64737ae134b821effc,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,4146,"$34,175","-$728,088"
369,5cb0ec72737ae134b821f000,"1425 N Courthouse Rd #2400, Arlington, VA 22201",2:00 PM,http://classified.washingtontimes.com/category/355/Foreclosure-Sales-ARL-Cty.html,4/17/2019,52:18.3,"$57,500","BROCK & SCOTT, PLLC, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/355/Foreclosure-Sales-ARL-Cty/listings/94264/00025281.html,"$57,500",1/17/2013,"6421 26th street north arlington, va 22207",5cb0ece1737ae134b821f174,4.5,5,38.894777,-77.156637,Arlington-East Falls,5cb0ec72737ae134b821f000,Arlington,"$1,438,894",12056428,VA,6421 26th St N,22207,2276,"$45,548","-$1,393,346"
156,5cb0e97b737ae134b821ef2b,"14735 Main St, Upper Marlboro, MD 20772",11:00 AM,http://classified.washingtontimes.com/category/360/Foreclosure-Sales-PG-Cty/2.html,4/12/8341,39:39.8,"$62,000","MDC Auctioneers, LLC, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/360/Foreclosure-Sales-PG-Cty/listings/94009/00024868.html,"$62,000",6/23/2005,"real property 8341 quill point drive bowie, md 20720",5cb0eca7737ae134b821f09f,3,4,38.700141,-77.403583,Manassas,5cb0e97b737ae134b821ef2b,Manassas,"$548,076",52005755,VA,6650 Deep Hollow Ln,20112,5041,"$33,457","-$514,619"
285,5cb0eb42737ae134b821efac,"4910 Massachusetts,  4910 Massachusetts Ave., NW #100, Washington, DC 20016, 202-364-0306",11:04 AM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC.html,4/12/4910,47:14.1,$0,"Alex Cooper Auctioneers, http://www.alexcooper.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/95245/00026310.html,"$65,000",11/27/2006,"foreclosure   real property 2425 l st., nw #936 washington, dc 20037",5cb0ecca737ae134b821f120,4,5,38.834996,-77.18124,Annandale,5cb0eb42737ae134b821efac,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,4519,"$38,175","-$724,088"
252,5cb0eace737ae134b821ef8b,"4100 Chain Bridge Road, Fairfax, MD 20772",9:30 AM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/7.html,4/13/2019,45:18.3,"$6,800","ALG Trustee, LLC, http://www.orlans.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/93581/00024384.html,"$68,246",4/3/2003,11557,5cb0ecc1737ae134b821f0ff,2.5,3,38.761189,-77.162183,Franconia,5cb0eace737ae134b821ef8b,Alexandria,"$376,981",51949726,VA,6287 Hillary Ct,22315,5853,"$31,767","-$345,214"
92,5cb0e8a0737ae134b821eeeb,"9311 Lee Ave, Manassas, VA 20110",11:30 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/2.html,4/12/9311,36:00.2,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/94271/00025288.html,"$70,000",12/1/2006,"5515 moreland drive, broad run, va 20137",5cb0ec95737ae134b821f05f,2,3,38.837137,-77.695246,Haymarket,5cb0e8a0737ae134b821eeeb,Broad Run,"$375,793",12474951,VA,5515 Moreland Dr,20137,4515,"$41,137","-$334,656"
347,5cb0ec24737ae134b821efea,"4910 Massachusetts,  4910 Massachusetts Ave., NW #100, Washington, DC 20016, 202-364-0306",11:00 AM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/7.html,4/12/4910,51:00.4,$0,"Alex Cooper Auctioneers, http://www.alexcooper.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/94374/00025258.html,"$70,000",12/16/2005,"foreclosure   real property 1342-b monroe st., nw washington, dc 20010",5cb0ecdc737ae134b821f15e,4,5,38.834996,-77.18124,Annandale,5cb0ec24737ae134b821efea,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,4865,"$38,900","-$723,363"
226,5cb0ea71737ae134b821ef71,"4100 Chain Bridge Road, Fairfax, MD 20772",1:00 PM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/4.html,4/14/2019,43:45.6,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94024/00024874.html,"$75,000",10/22/2004,"3716 shannons green way, alexandria, va 22309",5cb0ecba737ae134b821f0e5,2.5,3,38.735053,-77.095004,Mount Vernon,5cb0ea71737ae134b821ef71,Alexandria,"$407,112",52841194,VA,3716 Shannons Green Way,22309,5285,"$38,801","-$368,311"
8,5cb0e77d737ae134b821ee97,"18 E Market St, Leesburg, VA 20176",10:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA.html,4/29/2019,31:09.7,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94474/00025541.html,"$75,000",6/11/2008,"3 berkeley court, sterling, va 20165",5cb0ec7f737ae134b821f00b,2.5,3,39.043964,-77.411509,Sterling,5cb0e77d737ae134b821ee97,Sterling,"$363,282",12386539,VA,3 Berkeley Ct,20165,3957,"$47,897","-$315,385"
316,5cb0ebb2737ae134b821efcb,"4910 Massachusetts,  4910 Massachusetts Ave., NW #100, Washington, DC 20016, 202-364-0306",11:08 AM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/4.html,4/12/4910,49:06.8,$0,"Alex Cooper Auctioneers, http://www.alexcooper.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/93574/00024488.html,"$75,000",8/18/2008,"foreclosure   real property 808 i st., ne washington, dc 20002",5cb0ecd3737ae134b821f13f,4,5,38.834996,-77.18124,Annandale,5cb0ebb2737ae134b821efcb,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,3889,"$48,363","-$713,900"
355,5cb0ec40737ae134b821eff2,"4910 Massachusetts,  4910 Massachusetts Ave., NW #100, Washington, DC 20016, 202-364-0306",11:02 AM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/8.html,4/12/4910,51:28.8,$0,"Alex Cooper Auctioneers, http://www.alexcooper.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/94662/00025772.html,"$75,000",4/12/2012,"foreclosure   real property 1413 montello ave., ne washington, dc 20002",5cb0ecde737ae134b821f166,4,5,38.834996,-77.18124,Annandale,5cb0ec40737ae134b821eff2,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,2556,"$57,493","-$704,770"
9,5cb0e781737ae134b821ee98,"520 King Street, Alexandria, VA 22314",11:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA.html,1/11/4005,31:13.0,"$76,000","BROCK & SCOTT, PLLC, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94475/00025497.html,"$76,000",11/21/2006,"1825 potomac greens drive alexandria, va 22314",5cb0ec7f737ae134b821f00c,3.5,0,38.829816,-77.045387,Potomac Yard-Potomac Greens,5cb0e781737ae134b821ee98,Alexandria,"$915,562",192157449,VA,1825 Potomac Greens Dr,22314,4525,"$44,594","-$870,968"
247,5cb0eabb737ae134b821ef86,"4100 Chain Bridge Road, Fairfax, MD 20772",1:00 PM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/6.html,4/1/2019,44:59.7,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94078/00025081.html,"$78,000",9/9/1994,"8658 hickory ridge court, springfield, va 22153",5cb0ecbf737ae134b821f0fa,2,3,38.735405,-77.24389,Springfield,5cb0eabb737ae134b821ef86,Springfield,"$353,782",51968433,VA,8658 Hickory Ridge Ct,22153,8981,"$14,026","-$339,756"
302,5cb0eb7f737ae134b821efbd,"4910 Massachusetts,  4910 Massachusetts Ave., NW #100, Washington, DC 20016, 202-364-0306",12:10 PM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/2.html,4/12/4910,48:15.3,$0,"Alex Cooper Auctioneers, http://www.alexcooper.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/93530/00024429.html,"$83,522",2/26/2007,"judicial   real property 1676 40th st., se washington, dc 20020",5cb0ecce737ae134b821f131,4,5,38.834996,-77.18124,Annandale,5cb0eb7f737ae134b821efbd,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,4428,"$49,747","-$712,516"
111,5cb0e8e1737ae134b821eefe,"9311 Lee Ave, Manassas, VA 20110",10:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/4.html,4/12/9311,37:05.7,"$8,000","Atlantic Trustee Services, L.L.C, http://www.glasserlaw.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/94069/00025001.html,"$84,353",5/20/2002,"3198 harvard street, woodbridge, virginia 22192",5cb0ec9b737ae134b821f072,2.5,3,38.688078,-77.306338,Lake Ridge,5cb0e8e1737ae134b821eefe,Woodbridge,"$287,572",12488565,VA,3198 Harvard St,22192,6171,"$36,815","-$250,757"
371,5cb0ec79737ae134b821f002,"1425 N Courthouse Rd #2400, Arlington, VA 22201",3:00 PM,http://classified.washingtontimes.com/category/355/Foreclosure-Sales-ARL-Cty.html,4/12/7634,52:25.6,"$84,500","BROCK & SCOTT, PLLC, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/355/Foreclosure-Sales-ARL-Cty/listings/95368/00026134.html,"$84,500",10/14/2005,"1620 north george mason drive arlington, va 22205",5cb0ece2737ae134b821f176,3.5,4,38.888508,-77.128758,Tara-Leeway Heights,5cb0ec79737ae134b821f002,Arlington,"$1,263,448",12067618,VA,1620 N George Mason Dr,22205,4928,"$46,471","-$1,216,977"
311,5cb0eba1737ae134b821efc6,"4910 Massachusetts,  4910 Massachusetts Ave., NW #100, Washington, DC 20016, 202-364-0306",11:00 AM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/3.html,4/12/4910,48:49.0,$0,"Alex Cooper Auctioneers, http://www.alexcooper.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/93566/00024484.html,"$85,000",11/11/2004,"foreclosure   real property 4633 greene pl., nw washington, dc 20007",5cb0ecd0737ae134b821f13a,4,5,38.834996,-77.18124,Annandale,5cb0eba1737ae134b821efc6,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,5265,"$44,130","-$718,133"
141,5cb0e947737ae134b821ef1c,"200 Charles St, La Plata, MD 20646",1:30 PM,http://classified.washingtontimes.com/category/393/Foreclosure-Sales-Charles-Cty.html,3/19/2019,38:47.5,"$8,300","Mid-Atlantic Auctioneers, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/393/Foreclosure-Sales-Charles-Cty/listings/93747/00024215.html,"$85,800",12/15/2014,"improved real property 15 chinaberry lane indian head, md 20640",5cb0eca2737ae134b821f090,3,4,38.700141,-77.403583,Manassas,5cb0e947737ae134b821ef1c,Manassas,"$548,076",52005755,VA,6650 Deep Hollow Ln,20112,1579,"$73,428","-$474,648"
12,5cb0e78b737ae134b821ee9b,"18 E Market St, Leesburg, VA 20176",11:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA.html,10/30/2019,31:23.2,"$87,000","BROCK & SCOTT, PLLC, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/93966/00024928.html,"$87,000",8/1/2003,40740,5cb0ec80737ae134b821f00f,3,3,38.753043,-77.216813,Springfield,5cb0e78b737ae134b821ee9b,Springfield,"$569,562",51940122,VA,7514 Rolling Rd,22153,5733,"$41,450","-$528,112"
196,5cb0ea0a737ae134b821ef53,"4100 Chain Bridge Road, Fairfax, MD 20772",9:00 AM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty.html,4/12/6722,42:02.8,"$9,000","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94224/00025182.html,"$90,000",3/5/2004,"6722 quander road, alexandria, va 22307",5cb0ecb2737ae134b821f0c7,1,0,38.771035,-77.068851,Groveton,5cb0ea0a737ae134b821ef53,Alexandria,"$447,251",51956811,VA,6722 Quander Rd,22307,5516,"$44,663","-$402,588"
118,5cb0e8f9737ae134b821ef05,"9311 Lee Ave, Manassas, VA 20110",9:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/5.html,4/12/9311,37:29.7,"$9,280","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/95376/00026339.html,"$92,800",1/1/1900,"9562 cannoneer court apt 102, manassas, va 20110",5cb0ec9c737ae134b821f079,1,1,38.753836,-77.455722,Manassas,5cb0e8f9737ae134b821ef05,Manassas,"$142,827",244274540,VA,9562 Cannoneer Ct APT 102,20110,59169,"-$408,651","-$551,478"
229,5cb0ea7c737ae134b821ef74,"4100 Chain Bridge Road, Fairfax, MD 20772",1:00 PM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/5.html,5/31/2019,43:56.2,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94544/00025621.html,"$97,465",4/12/2012,"6141 leesburg pike apt 208, falls church, va 22041",5cb0ecbb737ae134b821f0e8,1,1,38.858467,-77.147534,Falls Church,5cb0ea7c737ae134b821ef74,Falls Church,"$162,393",51849191,VA,6141 Leesburg Pike APT 208,22041,2556,"$74,714","-$87,679"
366,5cb0ec68737ae134b821effd,"1425 N Courthouse Rd #2400, Arlington, VA 22201",1:30 PM,http://classified.washingtontimes.com/category/355/Foreclosure-Sales-ARL-Cty.html,4/29/2019,52:08.1,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/355/Foreclosure-Sales-ARL-Cty/listings/94472/00025540.html,"$98,223",1/1/1900,"3121 n pershing drive, arlington, va 22201",5cb0ece0737ae134b821f171,1,2,38.878802,-77.095563,Lyon Park,5cb0ec68737ae134b821effd,Arlington,"$775,815",12087122,VA,3121 N Pershing Dr,22201,216954,"-$1,847,884","-$2,623,699"
5,5cb0e773737ae134b821ee94,"520 King Street, Alexandria, VA 22314",9:00 AM,http://classified.washingtontimes.com/category/354/Foreclosure-Sales-ALEX-Cty.html,4/12/2019,30:59.5,"$10,875","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/354/Foreclosure-Sales-ALEX-Cty/listings/94142/00025074.html,"$108,750",5/25/2001,"3408 gunston road # 735, alexandria, va 22302",5cb0ec7e737ae134b821f008,1,0,38.836441,-77.077834,North Ridge-Rosemont,5cb0e773737ae134b821ee94,Alexandria,"$327,169",192143024,VA,3408 Gunston Rd # 735,22302,6531,"$43,887","-$283,282"
182,5cb0e9d9737ae134b821ef45,"345 Main Street, Montgomery, MD",11:00 AM,http://classified.washingtontimes.com/category/359/Foreclosure-Sales-Mont-Cty.html,4/10/2019,41:13.8,"$9,400","Mid-Atlantic Auctioneers, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/359/Foreclosure-Sales-Mont-Cty/listings/94609/00025160.html,"$110,435",6/8/2004,improved real property 19339,5cb0ecaf737ae134b821f0b9,3,4,38.700141,-77.403583,Manassas,5cb0e9d9737ae134b821ef45,Manassas,"$548,076",52005755,VA,6650 Deep Hollow Ln,20112,5421,"$55,762","-$492,314"
